id,href,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,notes,type,lastStatus,mtpage,mtedit,createdDate,modifiedAt,personId,typeOfDeath,status,employedAs,organizations,jobs,coverages,mediums,country,location,region,state,locality,province,localOrForeign,startYear,startDate,ambiguousStartDate,startDisplay,endYear,endDate,ambiguousEndDate,endDisplay,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,crossfireAccountability,accountabilityAssignment,impunity,tortured,captive,threatened,reason,ableToReturn,ableToWork,charges,reasonExiled,motive,countryFled,internallyDisplaced,lengthOfSentence,healthProblems,impCountry,entry,body,locationImprisoned,dateModified,sentenceDate,sentence,year,cc_fips,cc_iso,tld,country_name,countryShort,region_long,region_short,regionShort,countryName,combinedStatus
34531,https://cpj.org/api/datamanager/persons/34531,Herliyanto,,Indonesia,,,Male,,,,Journalist,,https://cpj.org/data/people/herliyanto/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12813,,27:20.0,34531,Murder,Killed,Staff,Radar Surabaya and Jimber News Visioner,Print Reporter,Corruption,Print,Indonesia,Probolinggo,,,Probolinggo,,Local,2006,4/29/06,,29-Apr-06,2006,4/29/06,,29-Apr-06,Government Officials,Confirmed,,,,Complete Impunity,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Reporter Herliyanto was killed by a group of assailants while riding his motorcycle in a forested area connecting the villages of Tulupari and Tarokan in the Banyuanyar district of East Java province. Herliyanto, 40, was stabbed in the stomach, neck, and head shortly after evening prayers, according to the Probolinggo General Hospital's autopsy report.<br />
 <br />
 Banyuanyar police investigators found the slain journalist's motorcycle, wallet, camera, and notebook about 100 feet (30 meters) away, according to CPJ sources. Five days later, a villager found and turned over to police investigators the slain reporter's cell phone with the SIM card missing, CPJ sources said.<br />
 <br />
 On September 26, Probolinggo police arrested three suspects identified as Slamet, 35, Nipa Cipanjar, 27, and Su'id, 50, all of whom were residents of Alun-alun village in nearby Ranuyoso district, according to CPJ sources. Police also publicly identified four additional suspects identified as Juri, Leung, Slamet, and Abdul Basyir, none of whom were immediately apprehended. It is customary for many Indonesians to use only one name.<br />
 <br />
 According to public statements made on September 29 by Probolinggo Resort Police Chief Nana Sudjana, Herliyanto's murder was directly related to the journalist's April 9 newspaper report concerning official corruption in a bridge project in the nearby village of Rejing. Herliyanto's report alleged that 120 million rupiah (US$13,165) was pilfered from a local infrastructure fund, CPJ sources said.<br />
 <br />
 Sudjana accused Basyir, the village official who oversaw the Reijing bridge project, of both planning and participating in the murder. The police official said he drew his conclusions from the statements of the three detained witnesses. Probolinggo police said they recovered Herliyanto's missing SIM card from a local villager and discovered that Basyir had called him in the afternoon of the day that he was killed.<br />
 <a name=""iraq"" id=""iraq"" class=""c1""></a>",,,,,2006,ID,ID,.id,Indonesia,indonesia,Asia,asia,asia,Indonesia,Confirmed
34530,https://cpj.org/api/datamanager/persons/34530,Laith al-Dulaimi,,Iraq,,,Male,,,,Journalist,,https://cpj.org/data/people/laith-al-dulaimi/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12823,,27:20.0,34530,Murder,Killed,Staff,Al-Nahrain,Broadcast Reporter,War,Television,Iraq,south of Baghdad,,,south of Baghdad,,Local,2006,5/8/06,,8-May-06,2006,5/8/06,,8-May-06,Unknown Fire,Confirmed,,,,Complete Impunity,FALSE,TRUE,FALSE,,,,,,,,,,,,,"Al-Dulaimi, a reporter for the privately owned TV station Al-Nahrain, and Muazaz Ahmed Barood, a telephone operator for the station, were kidnapped by men dressed as police officers at Diyala Bridge. The two were driving home to Madain, a town 12 miles (19 kilometers) southeast of Baghdad, Abdulkarim al-Mehdawi, the station's general manager, told CPJ.<br />
 <br />
 Their bodies were discovered in Al-Wihda district, 20 miles (32 kilometers) south of Baghdad. Both men, in their late 20s, were shot in the chest, al-Mehdawi told CPJ. Al-Dulaimi had become a reporter for Al-Nahrain four months earlier.",,,,,2006,IZ,IQ,.iq,Iraq,iraq,Middle East,mideast,mideast,Iraq,Confirmed
34529,https://cpj.org/api/datamanager/persons/34529,Fernando Batul,,Philippines,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/fernando_batul_philippines_2006.jpg,,,Journalist,,https://cpj.org/data/people/fernando-batul/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12853,,27:19.0,34529,Murder,Killed,Freelance,DZRH and DYPR,Columnist / Commentator,Corruption,Radio,Philippines,Puerto Princesa,,,Puerto Princesa,,Local,2006,5/22/06,,22-May-06,2006,5/22/06,,22-May-06,Government Officials,Confirmed,,,,Complete Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"Batul, 37, a radio commentator with DZRH and DYPR radio, was shot six
times by motorcycle-riding gunmen while he was driving to work in the
provincial town of Puerto Princesa on the island of Palawan.<br />
            <br />
Police Officer Aaron Madamay Golifardo was charged in the murder two
days later, after being identified by eyewitnesses, according to news
reports. In a May 11 broadcast, Batul had criticized Golifardo for
allegedly showing a weapon during a disagreement with a waitress in a
karaoke bar, according to news reports. Hearings in Golifardo's trial
began in September. The other person on the motorcycle was not
immediately identified.<br />
            <br />
Batul, a former vice mayor, was also highly critical of city
government, and his reporting often touched on alleged government
corruption and nepotism. In April, two unexploded hand grenades and a
threatening letter were left at Batul's home, according to news reports
and CPJ sources. The letter demanded that Batul stop his critical radio
broadcasts, and he later told National Bureau of Investigation
officials that he thought local police were behind the threat. He also
sent text messages and spoke with media colleagues about the threat,
CPJ sources said.<br />
            <br />
Two local journalists who worked with Batul and who were investigating
his murder told CPJ that they had been threatened. In June 2006, they said,
they fled Palawan due to concerns about their safety. <br />
<br />
In April 2011, a Palawan Regional Court Judge <a href=""http://www.globaljournalist.org/freepresswatch/2011/04/philippines/cop-acquitted-in-five-year-murder-trial-of-radio-anchor/"">acquitted</a> Golifardo in the murder, according to news reports.<p></p>",,,,,2006,RP,PH,.ph,Philippines,philippines,Asia,asia,asia,Philippines,Confirmed
34527,https://cpj.org/api/datamanager/persons/34527,James Brolan,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/james_brolan_iraq_2006.jpg,CBS,,Journalist,,https://cpj.org/data/people/james-brolan/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12825,,10:10.0,34527,Crossfire,Killed,Staff,CBS,Technician,War,Television,Iraq,Baghdad,,,Baghdad,,Foreign,2006,5/29/06,,29-May-06,2006,5/29/06,,29-May-06,Political Group,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Cameraman Paul Douglas and soundman James Brolan were killed when a car bomb exploded while they were on patrol in Baghdad with Iraqi and American soldiers. Correspondent Kimberly Dozier, the third member of the CBS crew, was seriously injured in the attack.<br />
 <br />
 The CBS journalists, embedded with the U.S. Army's 4th Infantry Division, were reporting from outside their Humvee and were believed to have been wearing protective gear when a car packed with explosives detonated, CBS said in a statement. An Iraqi contractor and an American soldier also were killed, and six soldiers were injured, according to news reports.<br />
 <br />
 Douglas, 48, based in London, had worked for CBS News in Iraq, Afghanistan, Pakistan, Rwanda, and Bosnia since the early 1990s, CBS said. Brolan, 42, also based in London, was a freelancer who worked with CBS News in Baghdad and Afghanistan over the preceding year, according to the network.",,,,,2006,IZ,IQ,.iq,Iraq,iraq,Middle East,mideast,mideast,Iraq,Confirmed
34528,https://cpj.org/api/datamanager/persons/34528,Munir Ahmed Sangi,,Pakistan,,,Male,,,,Journalist,,https://cpj.org/data/people/munir-ahmed-sangi/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12849,,10:10.0,34528,Crossfire,Killed,Staff,Kawish Television Network,Camera Operator,Human Rights,Television,Pakistan,Larkana,,,Larkana,,Local,2006,5/29/06,,29-May-06,2006,5/29/06,,29-May-06,Political Group,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"<p class=""MsoNormal"">Sangi, a cameraman for the Sindhi-language channel, was shot
while covering a gunfight between members of the Unar and Abro tribes in the town
of Larkana, in southeast Pakistan's Sindh district, according to local media
reports. At least one other person was killed in the clash, which Sangi
recorded before he died. The station broadcast his video.<o:p></o:p></p>

<p class=""MsoNormal"">Police said Sangi was killed in crossfire, although some
colleagues believe he might have been deliberately targeted for the station's
reporting on a jirga, or tribal council, held by leaders of the Unar tribe,
according to the Pakistan Federal Union of Journalists. An uncle and colleague
of Sangi had recently been attacked in connection with the station's reports
that two children had been punished by the tribal court, the journalist union
said.<o:p></o:p></p>

<p class=""MsoNormal"">Mazhar Abbas, then the secretary-general of the journalist
union, said Sangi's body was not recovered for several hours after he was shot.
Journalists in Larkana staged a sit-in to protest the killing of their
colleague.<o:p></o:p></p>

<p class=""MsoNormal"">The independent Human Rights Commission of Pakistan said
Sangi had received threats in connection with his coverage of alleged abuses by
Altaf Hussain Unar, a provincial minister. The Sindh Home Department said that
four people were arrested after Sangi's death and that three police officials
were suspended. Unar was arrested in a separate case in 2008, but was not
charged in relation to the killing of Sangi.<o:p></o:p></p>

<p class=""MsoNormal"">Despite the initial arrests, the suspects were never brought
to trial, according to Hadi Sangi, brother of the slain journalist, and court
documents reviewed by CPJ. Hadi Sangi also said that he and his brother's
widow, Reshman Sangi, had received repeated threats.<o:p></o:p></p>",,,,,2006,PK,PK,.pk,Pakistan,pakistan,Asia,asia,asia,Pakistan,Confirmed
34526,https://cpj.org/api/datamanager/persons/34526,Paul Douglas,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/paul_douglas_iraq_2006.jpg,CBS,,Journalist,,https://cpj.org/data/people/paul-douglas/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12824,,10:10.0,34526,Crossfire,Killed,Staff,CBS,Camera Operator,War,Television,Iraq,Baghdad,,,Baghdad,,Foreign,2006,5/29/06,,29-May-06,2006,5/29/06,,29-May-06,Political Group,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Cameraman Paul Douglas and soundman James Brolan were killed when a car bomb
exploded while they were on patrol in Baghdad with Iraqi and American
soldiers. Correspondent Kimberly Dozier, the third member of the CBS
crew, was seriously injured in the attack.<br />
            <br /> The
CBS journalists, embedded with the U.S. Army's 4th Infantry Division,
were reporting from outside their Humvee and were believed to have been
wearing protective gear when a car packed with explosives detonated,
CBS said in a statement. An Iraqi contractor and an American soldier
also were killed, and six soldiers were injured, according to news
reports.<br />
            <br />
Douglas, 48, based in London, had worked for CBS News in Iraq,
Afghanistan, Pakistan, Rwanda, and Bosnia since the early 1990s, CBS
said. Brolan, 42, also based in London, was a freelancer who worked
with CBS News in Baghdad and Afghanistan over the preceding year,
according to the network.",,,,,2006,IZ,IQ,.iq,Iraq,iraq,Middle East,mideast,mideast,Iraq,Confirmed
34525,https://cpj.org/api/datamanager/persons/34525,Ali Jaafar,,Iraq,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/ali_jaafar_iraq_2006.jpg,,,Journalist,,https://cpj.org/data/people/ali-jaafar/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12826,,27:19.0,34525,Murder,Killed,Staff,Al-Iraqiya,Broadcast Reporter,Sports,Television,Iraq,Baghdad,,,Baghdad,,Local,2006,5/31/06,,31-May-06,2006,5/31/06,,31-May-06,Political Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"<br />Jaafar, 24, a well-known sports correspondent and anchor at Iraq's state television channel Al-Iraqiya, was shot by unidentified gunmen as he opened up his recently deceased brother's auto shop near his home in Al-Shorta al-Rabaa in southwest Baghdad, according to CPJ sources and international news reports. His colleagues believe he was killed because he worked for Al-Iraqiya.<br />
 <br />
 Insurgents frequently targeted Al-Iraqiya and its staff because of the station's ties to the U.S.-supported Iraqi government. About two dozen employees of the state-run Iraq Media Network, which includes Al-Iraqiya, had been killed in the war, most by insurgents. Al-Iraqiya offices had repeatedly come under mortar attack.",,,,,2006,IZ,IQ,.iq,Iraq,iraq,Middle East,mideast,mideast,Iraq,Confirmed
34524,https://cpj.org/api/datamanager/persons/34524,Ibrahim Seneid,,Iraq,,,Male,,,,Journalist,,https://cpj.org/data/people/ibrahim-seneid/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12827,,27:18.0,34524,Murder,Killed,Staff,Al-Bashara,Editor,War,Print,Iraq,Fallujah,,,Fallujah,,Local,2006,6/13/06,,13-Jun-06,2006,6/13/06,,13-Jun-06,Political Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"<br />
 Seneid, an editor for the local newspaper <em>Al-Bashara</em>, was murdered in an evening drive-by shooting, Fallujah police Lt. Mohammed Ali told The Associated Press. Insurgents accused the paper of publishing U.S. propaganda, and they demanded its closure in leaflets distributed in Fallujah, AP reported.<br />
 <br />
 <em>Al-Bashara</em> was established following the battle for Fallujah in November 2004, according to a CPJ source. It was perceived by many local residents as a mouthpiece for the United States, the source said.",,,,,2006,IZ,IQ,.iq,Iraq,iraq,Middle East,mideast,mideast,Iraq,Confirmed
34523,https://cpj.org/api/datamanager/persons/34523,Hayatullah Khan,,Pakistan,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/hayatullah_khan_pakistan_2006.jpg,,,Journalist,,https://cpj.org/data/people/hayatullah-khan/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12850,,27:18.0,34523,Murder,Killed,Freelance,freelance,Photographer,"Corruption,War",Print,Pakistan,Miran Shah,,,Miran Shah,,Local,2006,6/16/06,,16-Jun-06,2006,6/16/06,,16-Jun-06,Military Officials,Confirmed,,,,Complete Impunity,TRUE,TRUE,TRUE,,,,,,,,,,,,,"<p class=""MsoNormal"">Khan's body was found by villagers in the North Waziristan
town of Miran Shah, where he had been kidnapped six months earlier. Khan was
abducted on December 5, 2005, by five gunmen who ran his car off the road as
his younger brother, Haseenullah, watched helplessly. Local government
officials and family members said Khan, 32, had been found handcuffed and shot
several times. His body appeared frail and he had grown a long beard since he
was last seen, Pakistani journalists told CPJ.<o:p></o:p></p>

<p class=""MsoNormal"">The day before his abduction, Khan photographed what
apparently were the remnants of a U.S.-made missile said to have struck a house
in Miran Shah on December 1, 2005, killing senior Al-Qaeda figure Hamza Rabia.
The pictures, widely distributed by the European Pressphoto Agency on the day
they were shot, contradicted the Pakistani government's explanation that Rabia
had died in a blast caused by explosives within the house. International news media
identified the fragments in the photographs as part of a Hellfire missile,
possibly fired from a U.S. drone.<o:p></o:p></p>

<p class=""MsoNormal"">Khan, who was also a reporter for the Urdu-language daily
<i>Ausaf</i>, had received numerous threats from Pakistani security forces, Taliban
members, and local tribesmen because of his reporting.<o:p></o:p></p>

<p class=""MsoNormal"">During Khan's six-month disappearance, government officials
provided his family with numerous and often contradictory accounts of his
whereabouts: Khan was in government custody, soon to be released; Khan had been
abducted by<span style=""mso-spacerun:yes"">&nbsp; </span>""miscreants"";<span style=""mso-spacerun:yes"">&nbsp; </span>he had been taken by Waziristan mujahideen;
he had been flown to the military base at Rawalpindi and was then detained in
Kohat air base.<o:p></o:p></p>

<p class=""MsoNormal"">Khan's relatives were told by hospital workers that he had
five or six bullet wounds and that one hand had been manacled in handcuffs
typically used by Pakistan's Inter-Services Intelligence Directorate. Mahmud
Ali Durrani, Pakistan's ambassador to the United States, dismissed the reported
presence of the handcuffs as circumstantial and said the cuffs could have been
planted to incriminate the government. No autopsy was performed.<o:p></o:p></p>

<p class=""MsoNormal"">An investigation led by High Court Justice Mohammed Reza
Khan was conducted, but the results were not made public. Hayatullah Khan's
family said they were not interviewed by the judge or other investigators.
North West Frontier Gov. Ali Mohammad Jan Orakzai told CPJ that North
Waziristan was not secure enough to risk exposing a judicial figure to
kidnapping or death. CPJ has repeatedly sought the release of the report,
making a direct request to President Asif Ali Zardari in 2011. The report
remained a secret as of February 2013.<o:p></o:p></p>

<p class=""MsoNormal"">In November 2007, Khan's widow was killed in a bomb that was
detonated outside her home.&nbsp;<o:p></o:p></p>",,,,,2006,PK,PK,.pk,Pakistan,pakistan,Asia,asia,asia,Pakistan,Confirmed
34522,https://cpj.org/api/datamanager/persons/34522,George Vigo,,Philippines,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/george_vigo_philippines_2006.jpg,,,Journalist,,https://cpj.org/data/people/george-vigo/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12851,,27:18.0,34522,Murder,Killed,Freelance,Union of Catholic Asian News,Broadcast Reporter,"Corruption,Human Rights",Radio,Philippines,Mindanao,,,Mindanao,,Local,2006,6/19/06,,19-Jun-06,2006,6/19/06,,19-Jun-06,Political Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"Two unidentified gunmen shot radio journalists George and Maricel Vigo near their home on the southern island of Mindanao. The married couple were walking home from a public market when they were shot at around 5:15 p.m. by men on a motorcycle. They died on the way to the hospital.<br />
 <br />
 George Vigo was a contributor to the Bangkok-based church news agency Union of Catholic Asian News (UCAN) and was active in a local nongovernmental organization that helped rehabilitate internally displaced people. Maricel Vigo hosted a radio program on local station DXND.<br />
 <br />
 The couple's recent reporting and commentary was considered uncontroversial, according to colleagues and local media groups. But the two had long careers reporting on alleged government corruption and right-wing militias. Offices of a tabloid newspaper founded by the Vigos, <em>The Headliner</em>, were the target of an apparent arson attack in 2001.<br />
 <br />
 The couple had previously been active in left-wing student groups and in recent years had cultivated contacts within the militant Communist rebel organization, the New People's Army (NPA), as part of their reporting, according to colleagues. In 2003, George Vigo reported on the NPA for a BBC documentary titled ""One Day of War,"" according to journalist Orlando Guzman, a friend who did reporting for the documentary.<br />
 <br />
 Some of George Vigo's colleagues believe that the couple's murder may be connected to a video CD he received from the NPA, which showed a raid on a police station, according to Guzman. He told several colleagues that he had been followed after receiving the video and had expressed fear that military or local officials would target him.<br />
 <br />
 German Doria, the central Mindanao police chief, told reporters that an NPA member had been identified as one of the gunmen and that the killing appeared to be in retaliation for George Vigo's cooperation with the Philippine military. The Philippine government announced a heightened military campaign against the rebels in early June. An NPA spokesman, however, denied involvement in the killing, according to news reports.",,,,,2006,RP,PH,.ph,Philippines,philippines,Asia,asia,asia,Philippines,Confirmed
34521,https://cpj.org/api/datamanager/persons/34521,Maricel Vigo,,Philippines,,,Female,https://cpj-photos.s3-us-west-2.amazonaws.com/maricel_vigo_philippines_2006.jpg,,,Journalist,,https://cpj.org/data/people/maricel-vigo/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12852,,27:18.0,34521,Murder,Killed,Freelance,DXND,Columnist / Commentator,Human Rights,Radio,Philippines,Mindanao,,,Mindanao,,Local,2006,6/19/06,,19-Jun-06,2006,6/19/06,,19-Jun-06,Political Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Two unidentified gunmen shot radio journalists Maricel and George Vigo
near their home on the southern island of Mindanao. The married couple
were walking home from a public market when they were shot at around
5:15 p.m. by men on a motorcycle. They died on the way to the hospital.<br />
            <br />
George Vigo was a contributor to the Bangkok-based church news agency
Union of Catholic Asian News (UCAN) and was active in a local
nongovernmental organization that helped rehabilitate internally
displaced people. Maricel Vigo hosted a radio program on local station
DXND.<br />
            <br />
The couple's recent reporting and commentary was considered
uncontroversial, according to colleagues and local media groups. But
the two had long careers reporting on alleged government corruption and
right-wing militias. Offices of a tabloid newspaper founded by the
Vigos, <em>The Headliner</em>, were the target of an apparent arson attack in 2001.<br />
            <br />
The couple had previously been active in left-wing student groups and
in recent years had cultivated contacts within the militant Communist
rebel organization, the New People's Army (NPA), as part of their
reporting, according to colleagues. In 2003, George Vigo reported on
the NPA for a BBC documentary titled ""One Day of War,"" according to
journalist Orlando Guzman, a friend who did reporting for the
documentary.<br />
            <br />
Some of George Vigo's colleagues believe that the couple's murder may
be connected to a video CD he received from the NPA, which showed a
raid on a police station, according to Guzman. He told several
colleagues that he had been followed after receiving the video and had
expressed fear that military or local officials would target him.<br />
            <br />
German Doria, the central Mindanao police chief, told reporters that an
NPA member had been identified as one of the gunmen and that the
killing appeared to be in retaliation for George Vigo's cooperation
with the Philippine military. The Philippine government announced a
heightened military campaign against the rebels in early June. An NPA
spokesman, however, denied involvement in the killing, according to
news reports.",,,,,2006,RP,PH,.ph,Philippines,philippines,Asia,asia,asia,Philippines,Confirmed
34520,https://cpj.org/api/datamanager/persons/34520,Martin Adler,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/martin_adler_somalia_2006.jpg,AP,,Journalist,,https://cpj.org/data/people/martin-adler/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12857,,27:17.0,34520,Murder,Killed,Freelance,freelance,Photographer,"Human Rights,Politics",Print,Somalia,Mogadishu,,,Mogadishu,,Foreign,2006,6/23/06,,23-Jun-06,2006,6/23/06,,23-Jun-06,Criminal Group,Confirmed,,,,Complete Impunity,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Adler, 47, an award-winning Swedish journalist and photographer, was
shot by an unidentified gunman while filming a demonstration in the
Somali capital. He was a longtime contributor to Britain's Channel 4
News. At the time of death, he was freelancing for several newspapers
including the Swedish daily <em>Aftonbladet</em>.<br />
            <br />
An Associated Press reporter who witnessed the murder said the gunman
came up from behind Adler and shot him in the back at close range
before disappearing into the crowd. Adler died instantly. He was
covering a demonstration organized by the Islamic Courts Union, which
seized control of Mogadishu on June 5 from warlords backed by the
United States. Several reports said he was filming demonstrators
burning U.S. and Ethiopian flags. The National Union of Somali
Journalists reported that Adler was standing in the crowd, not in the
heavily guarded area where many other journalists and Islamic courts
leaders were standing.<br />
            <br />
The rally, attended by thousands, was in support of a peace agreement
reached June 22 in the Sudanese capital, Khartoum, between the Islamic
courts and Somalia's transitional government. Demonstrators also
protested against suggestions that foreign peacekeepers be sent to
Somalia, according to the BBC. Anti-foreigner sentiment had been stoked
by reports that some warlords had gotten CIA financing to help capture
suspected al-Qaeda members in Somalia. International journalists had
been stoned and harassed while reporting on demonstrations, AP said.<br />
            <br />
In a statement, Britain's Independent Television News company called
Adler ""a long-term friend"" who had ""contributed outstanding journalism
and filmmaking."" Adler won many international awards, including the
2001 Amnesty International Media Award, a Silver Prize for
investigative journalism at the 2001 New York Film Festival, and the
2004 Rory Peck Award for hard news for a report that that exposed
abuses by U.S. troops in Iraq. He had worked in more than two dozen war
zones, including Iraq, Afghanistan, Bosnia, Rwanda, Congo, and Sierra
Leone.<br />
            <br />
Adler was born in Stockholm of Anglo-Swedish parents, according to the
Web site of the Rory Peck Trust. He left a wife and two daughters in
Sweden.<br />
            <br />
BBC correspondent Kate Peyton, one of several foreign reporters who
entered the country to cover the peace process in 2005, was shot dead
in Mogadishu in January 2005. Six months later, local radio journalist
Duniya Muhyadin Nur was shot dead while covering a protest near the
capital. Adler was the 14th journalist killed in Somalia since the fall
of former dictator Siad Barre in 1991, according to CPJ research. The
country has had no effective central government since that time.",,,,,2006,SO,SO,.so,Somalia,somalia,Africa,africa,africa,Somalia,Confirmed
34519,https://cpj.org/api/datamanager/persons/34519,Armando Pace,,Philippines,,,Male,,,,Journalist,,https://cpj.org/data/people/armando-pace/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=13303,,27:17.0,34519,Murder,Killed,Freelance,DXDS,Columnist / Commentator,Politics,Radio,Philippines,Digos City,,,Digos City,,Local,2006,7/18/06,,18-Jul-06,2006,7/18/06,,18-Jul-06,Unknown Fire,Confirmed,,,,Partial Impunity,FALSE,FALSE,TRUE,,,,,,,,,,,,,"<p class=""MsoNormal"">Pace, 51, an outspoken block-time commentator on Radyo Ukay
DXDS, was shot in the head and chest by two motorcycle-riding assailants while
traveling home from work on a busy street in <st1:placename w:st=""on"">Digos</st1:placename>
<st1:placetype w:st=""on"">City</st1:placetype> on the <st1:place w:st=""on""><st1:placetype w:st=""on"">island</st1:placetype> of <st1:placename w:st=""on"">Mindanao</st1:placename></st1:place>.
He died shortly after arriving at a local hospital.<br />
<br />
On July 20, <st1:place w:st=""on""><st1:placename w:st=""on"">Digos</st1:placename>
 <st1:placetype w:st=""on"">City</st1:placetype></st1:place> police arrested Joy
Anticamara in the murder. Police said Pace's 16-year-old neighbor witnessed the
shooting from 15 to 30 feet away and identified Anticamara in a lineup. A Digos
court convicted Anticamara on April 29, 2009, and sentenced him to 17 years in
prison for the murder.</p><p class=""MsoNormal"">
Pace was known for stinging radio commentaries that often targeted local
politicians. News reports noted that he had been the target of a number of
libel lawsuits filed by politicians, businesspeople, and others. Pace purchased
airtime from DXDS under a practice known as block-timing, in which commentators
solicit their own advertisers. Local press freedom group the Center for Media
Freedom and Responsibility said it believes the killing was carried out in
retribution for Pace's commentaries.</p>

<p class=""MsoNormal"">Pace had received several death threats before the shooting,
and another radio journalist, Dondon Dinoy, was later threatened for reporting
on the killing, according to CMFR.</p>",,,,,2006,RP,PH,.ph,Philippines,philippines,Asia,asia,asia,Philippines,Confirmed
34518,https://cpj.org/api/datamanager/persons/34518,Abdul Qodus,,Afghanistan,,,Male,,,,Journalist,,https://cpj.org/data/people/abdul-qodus/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12806,,10:10.0,34518,Dangerous Assignment,Killed,Staff,Aryana TV,Camera Operator,War,Television,Afghanistan,Kandahar,,,Kandahar,,Local,2006,7/22/06,,22-Jul-06,2006,7/22/06,,22-Jul-06,Political Group,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Qodus, a cameraman for the private station, was killed in a double
suicide bombing in the city of Kandahar. He had arrived at the scene of
a suicide car bomb when a second attacker with explosives strapped to
his body blew himself up, according to the Kabul-based Committee to
Protect Afghan Journalists (CPAJ) and news reports. Qodus died of head
injuries at a local hospital.<br />
            <br /> A Taliban spokesman
claimed responsibility for the two explosions, which also killed two
Canadian soldiers and several civilians, according to international
news reports.<br />
            <br />
Qodus, 25, had worked for the Kabul-based station for eight months,
according to CPAJ. Fighting between Taliban militants and U.S.-led
coalition forces, which invaded Afghanistan in 2001, had led to the
deaths of hundreds of people in the preceding months, according to news
reports.",,,,,2006,AF,AF,.af,Afghanistan,afghanistan,Asia,asia,asia,Afghanistan,Confirmed
34517,https://cpj.org/api/datamanager/persons/34517,Layal Najib,,Lebanon,,,Female,https://cpj-photos.s3-us-west-2.amazonaws.com/layal_najib_lebanon_2006.jpg,AFP,,Journalist,,https://cpj.org/data/people/layal-najib/index.php,https://cpj.org/cgi-bin/mt4/mt.cgi?__mode=view&_type=entry&blog_id=18&id=12846,,10:10.0,34517,Crossfire,Killed,Freelance,freelance,Photographer,War,Print,Lebanon,Sadiqeen,,,Sadiqeen,,Local,2006,7/23/06,,23-Jul-06,2006,7/23/06,,23-Jul-06,Military Officials,Confirmed,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,"Najib, 23, a freelance photographer for the Lebanese magazine <em>Al-Jaras</em>
and Agence France-Presse, was the sole journalist to be killed when
Israel began attacks on Lebanon in response to a cross-border raid by
the Lebanese Shiite group Hezbollah.<br />
            <br /> Najib was
hit by shrapnel from a missile while in a taxi on the road between the
villages of Sadiqeen and Qana, according to news reports. Najib, who
died at the scene, was trying to meet a convoy of villagers fleeing the
Israeli bombardment of south Lebanon.",,,,,2006,LE,LB,.lb,Lebanon,lebanon,Middle East,mideast,mideast,Lebanon,Confirmed
